_Id,_CreationDate,_DisplayName,_LastAccessDate,_Reputation,_UpVotes,_Views
7684709,2017-03-09T13:39:38.043,Ligia Belarmino Silva,2017-05-08T19:44:39.433,1,0,0
7686026,2017-03-09T17:38:11.037,Reviver_ace,2018-06-21T12:49:31.100,9,0,1
7686209,2017-03-09T18:17:49.543,Shannon Wilson,2017-04-22T12:06:41.080,1,0,1
7686254,2017-03-09T18:30:45.790,josephbc,2017-12-20T20:34:52.417,12,0,2
7686626,2017-03-09T19:55:11.263,Phillip Nguyen,2019-05-22T00:44:00.500,1,0,0
7686743,2017-03-09T20:21:40.853,Sergio Ruiz,2017-04-06T20:22:15.630,1,0,0
7687441,2017-03-10T00:01:12.840,Damian,2018-01-30T13:17:02.483,3,0,1
7687767,2017-03-10T02:14:45.183,R. Rivera,2017-03-10T02:14:45.183,1,0,0
7690922,2017-03-10T14:48:32.527,Eddie Berto,2017-07-03T12:28:29.890,1,0,0
7692143,2017-03-10T19:24:13.447,ILTK,2017-09-17T23:04:39.037,1,0,0
7693209,2017-03-11T02:34:39.560,btotty,2017-05-26T21:16:55.023,1,0,0
7693564,2017-03-11T05:37:02.397,st3b4n,2017-06-01T21:12:34.510,1,0,0
7694848,2017-03-11T13:24:19.170,Timothy,2017-03-11T13:59:41.977,6,0,2
7695076,2017-03-11T14:36:32.107,Poojita Raj,2018-09-03T05:55:07.893,21,0,10
7696845,2017-03-12T01:35:06.040,Cengiz Deniz,2019-04-13T08:45:03.370,1,0,0
7696857,2017-03-12T01:40:03.777,Madhukar M,2018-01-03T03:26:34.657,1,0,0
7698210,2017-03-12T11:28:11.567,Pantelitsa,2018-06-12T08:15:24.280,1,0,0
7698380,2017-03-12T12:31:13.100,Parth Shah,2017-03-15T10:52:39.673,1,0,1
7699939,2017-03-12T20:31:09.517,JKRichmond,2017-03-12T21:14:39.197,1,0,0
7701361,2017-03-13T06:19:31.527,anusha rd,2017-05-10T07:10:07.463,1,0,0
7703585,2017-03-13T14:32:21.757,Emilis Dirmeikis,2017-06-06T10:54:50.807,1,0,6
7703855,2017-03-13T15:25:47.300,ppike_089,2017-03-28T15:39:45.027,1,0,0
7704559,2017-03-13T17:51:01.847,BeeZone,2019-08-13T15:38:05.407,121,3,3
7707795,2017-03-14T09:29:43.950,Somya Goyal,2017-03-15T07:10:07.067,1,0,0
7708965,2017-03-14T13:05:09.107,Scott D.,2017-07-06T16:22:42.307,1,0,0
7709521,2017-03-14T14:43:33.333,Mahmoud Batli,2017-03-14T14:43:33.333,1,0,0
7709807,2017-03-14T15:32:32.283,n01known,2019-08-28T10:10:45.100,30,6,2
7710143,2017-03-14T16:36:12.003,David,2017-10-27T11:27:42.877,1,0,2
7710653,2017-03-14T18:25:40.993,Wormux92,2019-08-30T21:54:08.487,1,0,0
7711671,2017-03-14T22:55:20.037,Hesam Talebiyan,2019-08-30T16:35:14.960,1,0,0
7713692,2017-03-15T08:45:20.930,borda,2017-08-24T07:27:46.410,8,0,2
7714355,2017-03-15T10:34:55.700,Ameya,2019-08-29T22:41:05.117,1,0,0
7715740,2017-03-15T14:37:25.140,Asia,2017-03-16T15:38:20.850,1,0,3
7716582,2017-03-15T17:08:13.337,Anamary Hernandez,2017-04-13T15:09:29.657,1,0,1
7717138,2017-03-15T19:05:13.803,Dylan Welch,2017-10-10T17:17:53.467,1,0,0
7718234,2017-03-16T00:49:06.800,Дмитрий Хамитов,2017-06-07T08:38:33.710,1,0,0
7718452,2017-03-16T02:09:56.010,Daniel Yakovenko,2017-07-07T12:23:11.247,1,0,0
7719162,2017-03-16T05:41:41.770,Prashant Sachan,2017-04-03T07:58:56.790,1,0,2
7719491,2017-03-16T06:58:09.563,Darkman,2019-08-17T22:14:01.590,1,0,0
7719873,2017-03-16T08:17:23.370,Ram,2017-03-16T08:17:23.370,1,0,0
7724104,2017-03-16T22:32:59.110,J Bravo,2019-04-23T23:10:29.720,1,0,0
7724626,2017-03-17T01:55:18.493,Toh Choon Hong,2017-03-17T01:55:18.493,1,0,0
7724871,2017-03-17T03:22:15.830,j.chu,2017-05-10T06:01:10.290,1,0,0
7726039,2017-03-17T08:46:03.913,antidot,2019-07-16T08:41:16.437,1,0,0
7726247,2017-03-17T09:26:26.433,tina,2017-04-11T12:45:23.977,1,0,0
7726750,2017-03-17T11:11:50.843,Warrior300,2017-03-17T11:11:50.843,1,0,0
7728190,2017-03-17T16:12:39.080,Arroub,2017-03-20T06:59:43.523,1,0,0
7729074,2017-03-17T19:47:39.880,RAJ the Coder,2017-05-05T11:22:02.503,1,0,1
7730071,2017-03-18T02:57:21.477,aiden.s,2017-07-03T16:14:13.160,1,0,0
7730160,2017-03-18T03:36:19.030,Michael Boal,2017-03-22T02:14:51.150,3,0,4
7730422,2017-03-18T05:45:38.073,Md Sahid Hossain Jahid,2019-07-16T12:57:45.213,1,0,0
7734192,2017-03-19T06:35:03.143,Tarun,2017-10-09T08:47:36.333,144,1,12
7735376,2017-03-19T14:01:54.657,kexawolani,2017-03-19T21:46:55.763,1,0,3
7735449,2017-03-19T14:20:57.373,Артём Агеев,2017-03-19T14:20:57.373,1,0,0
7738129,2017-03-20T06:11:18.627,Muhammad Awais,2017-04-25T08:32:25.237,1,0,0
7738343,2017-03-20T07:08:16.270,vbala,2017-06-27T13:05:34.027,1,0,0
7741400,2017-03-20T17:37:02.520,GreatDeveloper66,2019-02-13T02:41:20.837,1,0,0
7742245,2017-03-20T21:05:57.190,slider2013,2019-08-31T22:19:33.167,23,13,1
7743271,2017-03-21T03:44:29.723,Lily Lily,2017-03-22T10:13:52.350,1,0,0
7744280,2017-03-21T08:20:10.557,A3m0n,2019-08-27T07:44:26.310,1,0,0
7747931,2017-03-21T20:36:15.020,Shuvendu Sardar,2017-03-21T20:52:20.483,1,0,0
7747979,2017-03-21T20:46:27.440,khanya,2017-03-21T20:46:27.440,1,0,0
7749037,2017-03-22T03:18:44.063,slaino Dip,2017-03-23T04:40:45.393,1,0,0
7751659,2017-03-22T13:35:37.540,mawaisayub,2018-01-02T10:58:46.867,1,0,0
7751699,2017-03-22T13:44:22.423,user7751699,2017-03-24T02:28:15.370,1,0,0
7751917,2017-03-22T14:22:22.693,Tiphanie Dousset,2018-08-16T10:35:54.133,1,0,0
7752124,2017-03-22T15:02:02.147,Marco Sindoni,2018-04-17T13:31:43.607,1,0,0
7752840,2017-03-22T17:34:16.263,MVS,2018-08-03T05:40:00.323,1,0,0
7753161,2017-03-22T18:54:02.543,Blessed Angel,2017-03-22T18:54:02.543,1,0,0
7753671,2017-03-22T21:12:58.960,Ok I See,2018-08-21T14:49:47.297,6,0,4
7756199,2017-03-23T10:16:05.140,timdoescode,2018-02-16T15:13:00.450,1,0,0
7756908,2017-03-23T12:49:07.707,Borja Fernández Antelo,2019-08-12T09:58:06.980,60,8,41
7758840,2017-03-23T19:19:36.457,Gaurav Gundecha,2017-08-01T04:11:58.560,1,0,1
7759025,2017-03-23T20:05:18.057,Borislav Draganov,2017-04-13T07:09:16.577,1,0,0
7761861,2017-03-24T11:03:02.670,sharique227,2017-03-25T11:11:48.417,1,0,0
7762130,2017-03-24T12:03:26.957,Sanket Mehrotra,2019-07-18T11:04:45.307,3,0,2
7763492,2017-03-24T17:07:16.960,paghallux,2018-04-23T22:25:15.897,1,0,2
7763633,2017-03-24T17:38:31.730,bhavin bharathan,2019-08-27T09:15:36.403,1,0,2
7764621,2017-03-24T23:07:33.877,Christian_D,2017-03-25T10:09:39.087,1,0,2
7766939,2017-03-25T16:30:01.280,Mark Finlay,2017-04-01T13:20:50.873,1,0,0
7768311,2017-03-26T03:52:24.123,Dario Motto,2019-05-20T16:23:21.757,1,0,0
7768769,2017-03-26T07:48:28.220,zzSWG,2019-06-27T14:01:56.943,1,0,0
7768958,2017-03-26T09:19:35.027,Henry Hobhouse,2019-01-14T10:40:30.507,1,0,0
7769794,2017-03-26T14:29:28.883,YamiNoKirin,2019-08-10T08:29:54.753,1,0,0
7770017,2017-03-26T15:42:08.207,ajimbin,2017-08-17T06:26:59.023,1,0,0
7771428,2017-03-27T01:25:26.547,Dynamia,2017-11-18T01:51:41.263,1,0,0
7772347,2017-03-27T06:29:49.660,Nikita Mangla,2017-05-09T11:23:27.340,1,0,0
7773813,2017-03-27T11:25:54.010,Sidharth Anil,2018-09-29T09:01:51.930,590,21,63
7774152,2017-03-27T12:38:09.153,Poornima Devi,2017-03-27T12:38:09.153,1,0,0
7774784,2017-03-27T14:47:58.683,Zhihao Gong,2019-03-20T03:33:49.280,1,0,0
7775024,2017-03-27T15:34:18.240,王小明,2018-07-31T14:38:16.893,1,0,0
7778002,2017-03-28T06:15:36.727,aastefian,2018-11-26T13:33:37.720,1,0,1
7778276,2017-03-28T07:19:18.970,tarleen kaur,2017-03-28T07:19:18.970,1,0,0
7778851,2017-03-28T09:11:05.560,Arthur,2017-05-22T12:31:53.627,23,1,2
7780381,2017-03-28T14:05:08.533,Brieg0r,2017-05-30T14:01:45.170,1,0,0
7780676,2017-03-28T14:57:37.247,Nile Coleman-Jones,2017-05-31T13:21:15.450,1,0,0
7785937,2017-03-29T12:57:52.210,Wookoai,2019-08-30T07:07:20.393,12,0,12
7786239,2017-03-29T13:47:30.540,AT138,2019-02-15T10:20:18.913,1,0,0
7788560,2017-03-29T22:12:41.177,Amy,2017-05-07T16:03:13.023,1,0,0
7789154,2017-03-30T02:14:08.413,Netivist,2018-01-15T04:45:19.923,1,0,1
7789172,2017-03-30T02:21:38.530,Bas Black,2017-03-30T02:21:38.530,1,0,0
7789452,2017-03-30T03:47:22.823,hx940929,2017-04-11T01:18:24.450,1,0,0
7789653,2017-03-30T04:58:34.807,kittu,2017-04-18T18:01:18.147,1,0,0
7790885,2017-03-30T09:17:10.243,Yevhen,2019-08-29T12:11:08.473,1,0,1
7791347,2017-03-30T10:39:57.603,david ampel,2017-05-15T10:23:42.547,1,0,0
7792211,2017-03-30T13:13:55.667,Anuj Jaha,2019-03-04T10:35:21.437,77,5,7
7793344,2017-03-30T16:23:31.473,iConceptions,2017-10-31T09:01:07.623,1,0,0
7794380,2017-03-30T20:12:39.457,GalacticSpaceTiger,2018-05-03T14:45:57.150,1,0,0
7795685,2017-03-31T03:52:53.367,Jack Wong,2017-04-21T03:04:06.027,1,0,0
7796083,2017-03-31T06:19:05.587,Shijen N,2019-08-30T11:35:44.453,56,13,4
7796255,2017-03-31T06:53:12.047,Ravish,2018-10-30T16:55:13.637,9,0,8
7796878,2017-03-31T09:19:29.500,Tiago Santos,2017-06-12T00:16:46.027,6,0,2
7799234,2017-03-31T18:59:18.780,user7799234,2017-04-23T20:12:31.540,1,0,0
7799647,2017-03-31T21:23:09.143,pxf,2017-05-10T13:39:24.023,1,0,0
7800932,2017-04-01T07:50:21.730,Bennet Carstensen,2018-03-29T12:24:04.983,1,0,4
7801766,2017-04-01T13:24:06.513,sliwka621,2017-04-01T16:45:05.997,1,0,0
7801935,2017-04-01T14:35:41.980,Pascal Quartier,2017-05-04T17:08:14.030,1,0,0
7804116,2017-04-02T09:14:28.213,green_socks,2019-08-26T10:25:37.620,11,0,1
7804335,2017-04-02T10:55:19.143,cunny,2017-04-06T14:16:10.617,1,0,0
7804755,2017-04-02T13:51:12.090,Jivan Shelke,2019-01-18T07:40:27.913,6,0,4
7804934,2017-04-02T14:56:24.817,Javad Jadidi,2017-04-07T21:07:38.520,1,0,0
7805919,2017-04-02T20:59:45.873,Jessica Madere,2019-02-07T15:21:27.523,1,0,0
7806036,2017-04-02T22:04:56.463,Mauricio Espinosa Flores,2017-11-13T21:18:17.623,1,0,0
7806415,2017-04-03T02:14:15.023,F Arwa,2018-04-11T04:10:06.423,1,0,12
7808278,2017-04-03T11:21:54.097,Karthik Nishant,2018-10-24T21:13:25.517,6,0,2
7808579,2017-04-03T12:33:42.737,nique,2017-04-20T12:14:12.990,1,0,0
7811630,2017-04-04T02:06:00.007,Wan Sik Ji,2017-08-07T05:09:25.333,1,0,0
7812222,2017-04-04T05:40:15.760,Stephen Liebenberg,2017-04-04T06:01:06.673,1,0,0
7813038,2017-04-04T08:40:42.370,DoppeLicious,2018-05-08T12:13:44.397,1,0,0
7813938,2017-04-04T11:30:19.927,Srinivas Adupa,2017-06-12T12:11:01.263,1,0,0
7814132,2017-04-04T12:08:50.673,michaelstee,2017-05-03T12:19:33.617,1,0,0
7814422,2017-04-04T13:03:41.760,Karthi,2017-10-23T11:33:10.860,1,0,7
7814650,2017-04-04T13:41:39.630,Dries B.,2018-02-05T22:03:36.657,1,0,4
7815579,2017-04-04T16:21:03.167,James941,2019-04-09T13:59:06.360,6,0,2
7817026,2017-04-04T21:58:15.613,Neil Inamdar,2017-05-29T14:08:22.237,1,0,0
7817760,2017-04-05T02:39:01.017,Jack,2018-10-10T06:26:04.150,10,0,7
7817914,2017-04-05T03:25:06.867,Tyaga Pati,2017-07-17T00:14:10.990,1,0,1
7818227,2017-04-05T05:03:13.877,sarala devi,2017-05-02T07:12:38.000,1,0,1
7822729,2017-04-05T19:10:57.437,Mannu,2019-07-23T06:06:55.173,1,0,0
7823262,2017-04-05T21:27:16.857,matt slip,2017-11-18T01:16:51.553,1,0,0
7824197,2017-04-06T03:12:12.890,Inderjeet,2017-04-06T03:12:12.890,1,0,1
7824302,2017-04-06T03:44:17.270,Michael Daniels,2019-08-29T22:46:08.980,1,0,3
7825357,2017-04-06T07:56:10.650,Sridhar Chellappa,2017-04-11T03:48:37.170,6,0,5
7825628,2017-04-06T08:47:55.813,user7825628,2017-04-25T07:06:12.317,1,0,0
7825683,2017-04-06T08:59:16.693,user710273,2017-06-23T14:08:42.223,1,0,0
7825841,2017-04-06T09:29:05.223,Nitroid Al Rashid,2017-05-14T13:41:55.173,1,0,0
7825847,2017-04-06T09:29:40.037,pallavi250b,2017-12-18T10:54:24.107,1,0,0
7827633,2017-04-06T14:47:37.707,derek rothenheber,2017-08-09T14:10:52.340,3,0,0
7829508,2017-04-06T21:44:35.913,amanohar,2017-07-25T01:10:44.357,41,0,7
7829687,2017-04-06T22:44:22.430,Christina,2018-03-25T17:32:56.283,9,0,8
7829932,2017-04-07T00:39:34.900,Gene Tenorlas,2018-04-27T13:50:21.877,30,0,4
7830610,2017-04-07T04:46:29.470,Cheng Ma,2017-09-25T14:39:35.707,6,0,0
7830776,2017-04-07T05:39:16.400,Bharat Garg,2017-04-21T04:48:08.837,1,0,0
7832117,2017-04-07T10:21:04.950,shubhamsoni136,2019-08-31T13:22:16.907,21,0,8
7832270,2017-04-07T10:55:02.727,hila paz,2017-05-10T09:33:27.727,1,0,0
7832465,2017-04-07T11:38:09.497,Elik Elik,2017-10-07T06:25:14.360,1,0,0
7833417,2017-04-07T14:54:28.820,Iliya Moshik,2017-08-22T02:02:27.337,1,0,1
7835578,2017-04-08T03:03:56.620,Miguel Carrasco,2017-04-10T20:37:19.397,1,0,0
7837449,2017-04-08T14:30:11.823,WArBp-3R,2017-04-08T18:05:59.070,1,0,0
7839958,2017-04-09T09:32:50.430,Melek Rasta,2017-11-06T18:17:00.257,1,0,0
7841194,2017-04-09T16:44:17.297,Will,2017-04-10T21:18:16.653,1,0,0
7846197,2017-04-10T16:42:18.570,Grego The Ancient,2017-05-03T17:12:57.990,19,0,0
7846496,2017-04-10T17:49:47.213,Himanshu Srivastav,2017-04-10T17:49:47.213,1,0,0
7847969,2017-04-11T02:06:01.833,Iris,2017-04-18T22:54:40.857,1,0,0
7851211,2017-04-11T14:04:47.187,Firefish Software,2017-04-21T08:48:07.097,1,0,0
7852185,2017-04-11T17:09:59.947,SuJieZheng,2018-04-20T14:37:27.800,1,0,0
7853731,2017-04-12T01:10:51.037,user7853731,2018-12-18T09:22:48.760,1,0,1
7854946,2017-04-12T07:23:23.653,Prabhjot Bakshi,2017-04-28T04:47:15.993,1,0,1
1559520,2012-07-28T11:10:07.537,Kay,2013-08-12T07:14:54.103,1,0,5
1562116,2012-07-30T06:40:59.477,Micky Gough,2013-05-16T11:30:25.953,1,0,3
1562407,2012-07-30T08:55:17.143,CAST Software,2012-07-30T08:55:17.143,1,0,4
1563122,2012-07-30T13:43:26.333,Josiah Schmidt,2018-12-19T07:07:26.813,18,0,5
1563968,2012-07-30T19:42:35.057,Brian Hitney,2013-04-03T18:02:39.873,286,1,60
1564875,2012-07-31T06:30:19.200,Nehal Singh,2012-08-01T03:00:47.017,1,0,1
1565270,2012-07-31T09:25:18.457,AndyMcG,2019-08-30T11:12:55.557,3,0,2
1567448,2012-08-01T03:25:20.713,Kevinzoro,2012-08-01T03:25:20.713,1,0,0
1568418,2012-08-01T11:06:20.003,Navneet kaur,2012-08-22T07:11:02.007,1,0,0
1569214,2012-08-01T16:46:07.063,ArmedChef,2019-08-22T23:40:46.923,66,24,4
1570062,2012-08-02T00:41:07.917,LISTERINE,2019-05-15T20:29:27.730,525,46,37
1570425,2012-08-02T05:35:24.053,Master James,2012-09-06T09:14:27.057,16,0,13
1571364,2012-08-02T12:17:23.910,statistinks,2016-04-22T07:36:11.620,1,0,0
1572173,2012-08-02T17:40:02.117,user1572173,2019-08-02T18:16:36.553,1,0,2
1572817,2012-08-02T23:48:52.397,user1572817,2014-02-27T00:18:56.603,1,0,1
1573075,2012-08-03T04:01:00.140,user1573075,2015-06-24T09:34:01.707,1,0,0
1573914,2012-08-03T10:57:35.777,user1573914,2013-02-15T08:39:24.647,1,0,0
1574121,2012-08-03T12:39:01.643,user1574121,2015-07-28T15:39:51.147,1,0,0
1576941,2012-08-05T04:56:25.540,NOOR MOHAMED,2016-09-30T03:12:20.123,35,14,45
1578839,2012-08-06T09:31:19.123,Joseph Rivera,2012-08-24T16:34:26.413,1,0,1
1578928,2012-08-06T10:08:46.983,James,2012-10-02T07:46:49.110,1,0,1
1579888,2012-08-06T17:06:43.233,James Pritchard,2012-08-06T17:06:43.233,1,0,0
1580974,2012-08-07T05:53:33.650,R H,2019-08-29T19:05:17.733,152,14,31
1581397,2012-08-07T08:47:37.703,Jan Klausa,2015-03-30T18:18:16.650,1,0,8
1581553,2012-08-07T09:43:24.000,Maximum,2013-05-02T06:12:26.347,1,0,0
1581987,2012-08-07T12:48:02.580,Raj,2012-08-31T06:06:06.067,41,3,16
1582290,2012-08-07T14:45:53.760,MoneeK,2019-08-29T19:25:31.997,13,0,17
1582777,2012-08-07T18:21:03.767,quartzite7,2012-08-07T18:21:03.767,1,0,0
1582818,2012-08-07T18:41:45.883,user1582818,2012-08-22T18:34:25.440,1,0,0
1582840,2012-08-07T18:49:23.030,user1582840,2013-05-28T11:42:22.727,161,0,6
1583607,2012-08-08T04:54:28.633,istern,2017-08-01T21:44:22.067,64,151,21
1585699,2012-08-08T19:01:49.270,Tim Vavra,2014-06-02T21:17:09.380,332,21,112
1586157,2012-08-08T23:07:53.397,user1586157,2012-11-17T00:31:24.507,1,0,0
1586337,2012-08-09T01:49:13.710,Stone,2012-08-23T03:18:53.020,1,0,4
1587590,2012-08-09T12:54:09.517,Pentest Backtrack,2018-02-16T13:54:24.287,1,0,25
1588296,2012-08-09T17:24:55.680,user1588296,2014-10-16T20:06:00.247,11,0,3
1589028,2012-08-10T00:43:32.870,user1589028,2014-01-01T19:28:33.767,31,0,10
1589232,2012-08-10T03:36:24.790,apprentice,2019-02-22T06:03:36.353,8,0,1
1591971,2012-08-11T08:46:34.547,Rom's,2013-01-27T09:12:34.737,16,0,0
1591978,2012-08-11T08:55:48.757,Mices7,2015-04-25T20:26:50.337,6,0,2
1592781,2012-08-11T23:02:07.857,Darren Thedrivinginstructor,2012-09-03T15:59:27.593,1,0,0
1592883,2012-08-12T01:24:36.697,Ulises Robles,2012-08-12T01:24:36.697,1,0,3
1594003,2012-08-12T21:00:53.293,Alynn Marie Sampson,2013-09-04T15:14:54.660,1,0,0
1594407,2012-08-13T04:27:07.210,zeyrkelian,2019-07-12T21:06:09.593,3,0,3
1594792,2012-08-13T08:28:08.837,Calios,2019-08-31T07:39:54.543,356,312,64
1597832,2012-08-14T11:01:45.723,Ramzz,2014-10-06T11:32:56.940,1,0,1
1599333,2012-08-14T22:18:53.797,user1599333,2012-08-19T22:23:39.477,1,0,1
1600039,2012-08-15T07:49:31.640,Web Developer,2012-09-21T09:52:52.300,41,0,10
1603186,2012-08-16T12:17:17.947,Evan Walsh,2012-08-16T12:17:17.947,1,0,0
1603989,2012-08-16T17:41:37.503,kathryn,2019-08-03T18:22:54.983,60,10,59
1605746,2012-08-17T02:11:45.413,user1605746,2012-09-30T01:42:43.767,1,0,0
1606837,2012-08-17T12:04:26.593,Brad,2013-02-15T11:34:35.880,1,0,0
1608466,2012-08-18T07:01:47.453,T.Baba,2019-08-19T07:02:45.573,589,402,136
1609709,2012-08-19T07:19:03.197,user9856,2012-10-07T10:32:30.110,1,0,0
1609872,2012-08-19T10:21:18.317,hadi aj,2019-03-19T10:07:45.927,90,96,15
1610178,2012-08-19T15:33:36.337,russell spikes,2012-08-27T19:22:00.143,1,0,0
1613617,2012-08-21T08:10:49.247,user98109,2012-08-21T08:10:49.247,1,0,0
1613644,2012-08-21T08:26:56.083,J.Albert,2019-08-30T10:13:09.703,1,0,0
1616715,2012-08-22T10:57:06.933,user1616715,2013-12-19T05:42:18.823,1,0,0
1619604,2012-08-23T11:34:16.263,user1619604,2012-10-30T07:41:09.290,1,0,0
1622588,2012-08-24T12:20:04.263,webtesa,2015-06-19T16:42:32.690,1,0,2
1623080,2012-08-24T15:47:07.777,user1623080,2012-08-24T15:47:07.777,1,0,0
1623389,2012-08-24T18:15:52.267,TheEnigma2112,2019-08-26T17:15:58.493,138,43,35
1623640,2012-08-24T20:23:49.520,Rajani,2012-08-24T20:23:49.520,1,0,2
1626092,2012-08-26T16:59:52.050,user1626092,2019-08-30T07:59:50.927,195,21,69
1629301,2012-08-28T05:10:48.540,Fer Mattar Catalán,2013-07-25T23:46:26.103,1,0,0
1631041,2012-08-28T17:35:54.107,Tyler Crady,2014-03-31T05:56:44.020,36,1,8
1631781,2012-08-29T00:55:51.407,user1631781,2012-08-31T23:12:26.117,1,0,0
1635405,2012-08-30T08:15:21.503,Rob,2019-08-22T16:37:50.467,59,11,12
1636551,2012-08-30T15:57:30.937,9Algorithm,2019-08-31T20:54:22.463,580,121,104
1638699,2012-08-31T12:48:05.817,user1638699,2012-08-31T13:03:16.087,1,0,0
1639728,2012-08-31T21:59:21.210,charlie,2015-08-06T19:55:12.090,11,0,4
1640508,2012-09-01T12:40:35.957,Raj Gundu,2017-01-04T22:09:28.563,87,4,22
1642231,2012-09-02T18:20:17.970,Patoshi パトシ,2019-08-31T20:35:17.140,10359,73,415
1642548,2012-09-03T00:30:09.420,creativeboulder,2014-09-14T06:59:35.023,1,0,3
1643271,2012-09-03T09:03:01.133,user1643271,2012-09-03T09:03:01.133,1,0,0
1643661,2012-09-03T11:55:06.153,owobeid,2019-08-27T08:13:25.187,129,13,46
1643861,2012-09-03T13:25:33.290,leMax,2013-10-31T23:48:17.357,1,0,0
1644299,2012-09-03T17:02:06.660,user1644299,2015-02-19T16:14:39.290,1,0,0
1645661,2012-09-04T09:03:37.947,Marsel Yumaguzhin,2018-07-16T09:10:00.290,1,0,2
1646202,2012-09-04T12:36:13.633,user1646202,2012-09-04T12:36:13.633,1,0,0
1646258,2012-09-04T13:05:04.403,smith,2016-11-20T13:39:37.003,1,0,0
1648672,2012-09-05T10:07:12.340,Mxz SPz,2013-08-29T02:32:40.653,1,0,0
1649134,2012-09-05T13:04:45.980,user1649134,2017-05-29T06:10:44.153,3,0,2
1650389,2012-09-05T22:30:32.313,Anthony Morlett,2016-09-23T17:44:50.560,1,0,2
1650799,2012-09-06T04:10:11.337,Franck,2018-04-24T20:52:16.073,11,0,3
1651126,2012-09-06T07:06:10.647,user1651126,2012-09-08T12:24:22.763,1,0,0
1653160,2012-09-06T20:35:54.743,Monu,2014-11-19T02:41:35.853,161,0,7
1654282,2012-09-07T09:13:45.307,AvadhootKulkarni,2018-11-15T11:07:41.307,31,1,10
1654658,2012-09-07T12:03:48.707,Phil,2012-10-02T08:20:33.710,71,0,8
1656043,2012-09-08T02:02:36.663,andrew,2012-09-27T15:14:06.043,1,0,2
1656258,2012-09-08T06:30:40.163,interxuxing,2015-06-22T01:31:18.673,1,0,3
1660607,2012-09-10T15:38:41.117,RKumsher,2019-08-28T12:29:05.440,1867,47,37
1661403,2012-09-10T22:47:01.493,user1661403,2012-09-10T22:47:01.493,1,0,0
1662102,2012-09-11T07:09:40.810,Priyesh Bhargava,2015-06-13T05:27:29.117,1,0,6
1662957,2012-09-11T13:14:14.127,Sergey Varlamov,2016-02-10T16:47:17.867,71,2,7
1664418,2012-09-12T01:37:22.650,Emily Smith,2012-09-12T01:52:38.207,1,0,0
1666620,2012-09-12T17:57:38.277,user1666620,2019-08-31T20:14:27.737,4380,700,698
1667303,2012-09-13T01:44:51.470,user1667303,2013-05-08T07:49:00.793,1,0,0
1672247,2012-09-14T18:52:01.993,Alexander Hållenius,2013-12-29T23:10:45.950,8,1,57
1673230,2012-09-15T10:20:22.557,Hoyi Mae,2013-02-20T16:34:20.270,1,0,0
1677475,2012-09-17T11:39:18.777,godson,2013-01-04T13:19:13.703,11,0,2
1677774,2012-09-17T13:47:12.587,Gemma Hentsch,2013-04-24T00:50:22.103,46,0,18
1678981,2012-09-18T01:22:47.980,Zenforcer,2013-09-20T07:38:15.923,1,0,3
1681276,2012-09-18T19:19:23.043,Raju Bagalkot,2012-09-18T19:19:23.043,1,0,0
1681661,2012-09-18T23:00:42.340,user1681661,2013-01-21T19:26:56.387,1,0,0
1681683,2012-09-18T23:17:07.637,user1681683,2014-06-22T03:25:28.247,11,0,16
1683070,2012-09-19T12:40:05.733,utluiz,2019-08-31T04:08:23.433,269,82,128
1683212,2012-09-19T13:32:39.420,Naresh Kush,2012-09-24T05:08:47.337,1,0,1
1683398,2012-09-19T14:43:17.420,Anchal Sarraf,2019-08-29T18:20:20.100,253,15,85
1683528,2012-09-19T15:31:35.353,Niroshan Karunaratne,2012-09-19T15:31:35.353,1,0,0
1683640,2012-09-19T16:15:52.637,Labsy,2019-08-27T07:12:45.217,4,0,17
1684305,2012-09-19T21:28:48.063,gustavoguarda,2018-11-28T19:30:12.747,1,0,0
1686856,2012-09-20T18:03:50.603,jaguzu,2018-03-07T09:14:00.930,453,11,25
1687050,2012-09-20T19:40:07.960,user1687050,2017-07-19T13:11:51.773,18,0,3
1687121,2012-09-20T20:19:37.180,user1687121,2012-09-20T20:19:37.180,1,0,0
1687453,2012-09-20T23:36:46.657,beepCode,2012-09-20T23:36:46.657,11,0,1
1688608,2012-09-21T11:06:11.240,Balaji,2019-02-20T13:42:57.860,27,0,14
1688637,2012-09-21T11:15:27.407,tarkabak,2013-03-22T16:25:44.230,219,0,8
1688864,2012-09-21T12:46:10.070,Varinder Randhawa,2013-04-08T06:02:20.623,1,0,2
1689995,2012-09-21T22:20:27.630,user1689995,2015-05-08T08:16:16.007,6,0,0
1690024,2012-09-21T22:44:10.320,Gabriele Perrone,2013-11-02T17:10:21.397,3,0,5
1691037,2012-09-22T15:01:04.023,Nicholas-c,2019-04-26T13:45:56.913,68,12,17
1693804,2012-09-24T07:54:01.370,ArcaneLight,2019-08-31T14:26:25.497,34,6,10
1694690,2012-09-24T14:19:54.277,facebook-100004134931699,2018-10-02T02:02:55.720,1,0,0
1694819,2012-09-24T15:05:32.080,user1694819,2014-09-11T15:42:22.667,1,0,0
1697097,2012-09-25T11:27:41.683,user1697097,2015-12-26T18:45:27.590,1,0,0
1697315,2012-09-25T12:53:30.790,Murtaza Baig,2015-08-31T19:22:55.417,101,0,4
1697873,2012-09-25T16:06:00.580,Roberto Zinelli,2016-12-16T13:57:18.847,6,0,4
